ID,E1,p_x1,p_y1,p_z1,E2,p_x2,p_y2,p_z2
0,95.49433510301961,-47.374155864603765,51.581465004267976,-25.36561528129502,95.45079221800572,47.31989209454748,-51.48179001505502,26.01810408514188
1,102.34803968984659,-29.03142445165499,25.053673476597886,97.48230333065769,102.3539707814871,29.160130885967895,-25.003762775291314,-97.1933604317704
2,99.76058981552768,-24.177143870885804,-59.07120401136334,79.33025296674484,99.64916425511512,24.797857796817933,59.32989371406758,-79.16904844718715
3,96.1535952638191,-85.16033510712175,-10.961972367225815,41.50240717295178,96.14482417893177,85.66209038746558,10.501542080633792,-41.54322021978697
4,101.30345376044076,33.96361484253235,-68.78922751327346,69.98203019002727,101.25644177730197,-34.4393457939091,68.40490860595062,-69.90550032704186
5,93.39979281489066,37.70013980722115,-58.90388277763507,58.98921668691895,93.34149884450798,-37.60920362536506,58.96922870495196,-59.080454891008074
6,112.41057996890116,-65.64982184343368,-77.26968686969641,-9.285021737102198,112.44937183717505,65.06013567955152,76.61031900242232,8.717602136719336
7,104.82177237106296,-54.07454618726199,-20.184904650274092,90.50702013499813,104.89063154576726,53.499899468840646,19.54503091382648,-89.78978893886946
8,103.07720445182593,-37.01870100170147,82.4206821662115,-40.05133569653814,103.0500200829905,37.43262902948344,-81.59948519453152,40.582964694385005
9,105.58725388591644,-19.441396077160974,101.5768778505545,40.29817894916569,105.58047762564614,18.590737968304712,-102.95865594159005,-39.830131641698166
10,96.17268611414931,-11.571116470702815,64.5168611561919,75.37146121011675,96.16280533537652,11.46934032678413,-64.21816480529564,-75.3087955413969
11,101.09237282059524,-39.92186775366917,-56.35615946921927,72.78771124874812,100.98507987085354,40.47894578311013,56.525999013430685,-72.95636934020635
12,98.98009749892204,-43.99710084955975,85.12838000929754,-7.547614619055359,98.97137949802064,44.00012557868559,-85.15334186721306,7.721251953457397
13,104.70948512783119,80.83130687721959,-63.912483472740774,-5.5327645735393745,104.67766157649575,-80.40783184572993,63.39250116244018,6.644860745723861
14,102.02646197295175,77.39007190305792,25.708434202212917,66.36212668687652,102.01777319806507,-76.95807322375326,-25.54688816371405,-66.41195275984812
15,99.12086407693234,-34.96630570497056,35.64301939114816,90.46415215643512,99.09971488013677,35.3829831920971,-34.734660895524115,-89.77805652122052
16,100.83423918994755,-17.151282655036358,20.869046727328957,101.82756753100877,100.85129197308795,17.17523922217597,-20.40566133027659,-102.15249065962033
17,100.45560509764799,-35.178619668022016,-64.63218667541442,69.06349444102618,100.40630058714528,35.67542333077119,64.66005077228466,-69.92990718127507
18,97.61227520172979,-63.83011371203544,49.49589071308079,21.777373667308805,97.6216953725461,63.75566133237478,-48.87674748728343,-21.157457920803267
