ID,E1,p_x1,p_y1,p_z1,E2,p_x2,p_y2,p_z2
0,104.01758935000151,-24.763491174244685,32.859785248092535,62.42318614420843,103.43417934591744,20.872368223464512,-30.66344108558969,-61.4136354618399
1,104.9002018726898,-15.02473291770214,52.2812462236235,75.7951709283121,104.82739450197643,8.061611352320767,-50.80893584680857,-72.26527916953273
2,104.98241852902014,0.5945583183249231,56.26293586616204,83.7519124559477,104.96706502987853,-11.6441774845758,-56.03576734170149,-81.15327370179621
3,105.00027502756535,16.94174442491528,56.72573235598256,87.4751016066493,104.99870606773426,-29.802238497447604,-56.702664111376066,-85.90619047939974
4,104.87026817089813,-11.526092049892801,49.02304701037665,73.88224855499865,104.77354885032413,6.357549723348683,-46.63457267689242,-70.15491513268228
5,102.87519900966902,-3.463967824683595,-16.55645360383081,44.3383784988099,101.71927419138665,3.541605844849584,17.966835992815312,-44.84661377155449
6,104.86899654103313,-15.594915407965061,50.249425172089886,74.03053395772913,104.77242722745305,9.784278789654982,-48.27274991432714,-70.41464015205955
7,102.23049638644696,-32.15631291625719,-23.98040037180086,67.18480589220302,100.8557202362113,25.770326022349547,20.114090995868168,-71.1879979374155
8,104.93700189859308,-13.294888225630084,54.64419256737817,78.71913959197904,104.88757772545357,4.127056902185367,-53.93675230037756,-75.68936201575593
9,104.98019496610422,-2.880037025676518,56.22589327591593,83.45997834109048,104.9632238965152,-8.757670221693333,-56.02587304948028,-81.06974904236577
10,104.96270766966335,-9.61985367237264,55.65533977719238,80.76556868134941,104.93012245259733,-0.508877259237757,-55.192068257229046,-77.61173822195596
11,98.38804561577591,13.342718335199624,-49.588027603345566,37.28385417280107,97.24278680174348,-32.03259732699681,48.352181375087206,-47.399488144767176
12,104.24201740816683,-18.58691981451524,25.694357367193174,64.85537045833968,103.75988180780826,15.695926463815246,-22.61637515459955,-63.429789958901054
13,105.0015708136262,22.62901565228589,56.75594232088683,88.48688193773162,105.00124038072506,-35.72424684040428,-56.74886892684247,-87.3999450115274
14,104.94359654005761,-12.578941480403207,55.21690322353107,79.71823325246494,104.90252951600509,2.3427857070392775,-54.72178190858142,-76.9460397434934
15,104.36068785159338,-25.364691711153533,44.35829005152117,66.78607802681178,103.97167528087492,19.886541317371773,-43.248531789868665,-65.40826828630406
16,103.87790182329493,-23.111433674271552,28.337586136547852,60.92559319076967,103.26011635963087,19.476930167453563,-25.642689705084415,-59.97045021892178
17,101.26471587082672,-19.667352086724854,-47.530372720757576,63.40126330107734,99.55429903440614,1.6342719543212856,46.14240622334098,-70.24830958141229
18,99.10327806813561,5.540754616322554,-47.21052451398165,44.464709202116865,97.7402551746312,-25.094037112656814,45.0823374160792,-54.8096055987925
19,101.87982566302063,-32.88319030065108,-31.661688212377914,66.9996165918312,100.24129578287916,24.102411363741858,27.920926700285943,-71.85157381477057
20,101.91155959785172,-23.267257420506535,-22.24846975378277,65.70410199253315,100.56217250411864,16.620361731751082,21.051279916803647,-68.84267052177324
21,104.73570056481122,-11.023075386257204,44.736030116729154,69.30710420790285,104.54497308386556,7.2242216517297155,-41.586277682181745,-65.48707673405185
22,102.21105870086042,-22.64621640930491,-40.52801845816564,65.34596657944559,100.76002322970325,13.555648050949214,39.027922071627245,-69.97348167403958
23,100.99285891147588,-21.792293924689712,-45.454930236863,62.73489195194669,99.18031225122802,3.4223579635867054,43.5492557172953,-69.43071360813288
24,101.94158082857525,-31.332906515745623,-33.368455247351356,66.67506965909315,100.38874891146024,22.87879022825707,30.064314762758432,-71.54056381647317
25,100.21822821880866,-12.303075011411956,-45.18385070687223,57.220502731788,98.50399162800365,-8.61950584154315,42.78808498605892,-65.28897137535586
26,105.00180432351932,32.65844098626441,56.762911598735506,88.95969592218191,105.00172350464189,-42.6901332478533,-56.760969180959755,-88.14765724892024
27,104.99249196091039,-7.868234330985953,56.462458287037066,85.09854381649885,104.98478434508934,-5.532243922379613,-56.31115142565761,-82.90350206457308
28,98.6478589221523,13.061559399855156,-49.62206058481015,36.58198086735854,97.4018812968987,-32.14967766113652,48.416076182926744,-46.90810140062626
29,101.44458901866227,-25.8992170493393,-45.671644844550535,66.35438561569052,99.69649213270385,9.603458928047624,43.71339489979295,-72.71679679733818
30,101.21981912050335,-20.36450519244474,-46.528267351812396,62.67815672061509,99.50307093769729,3.306726439075123,44.895442337562116,-69.67296539966124
31,104.92243243203005,-14.812020623084857,53.06018503437977,77.44055380698939,104.86402960965377,7.237929682027938,-51.812833966498204,-74.13208543405815
32,102.67653159590773,-24.299396038445177,-28.08530990511723,63.735545448981334,101.43869386309088,18.792196586570505,26.820909810192223,-66.87988537345177
33,104.99991000060598,11.786347849660315,56.71299113653559,87.23354715381332,104.99811498649777,-25.691553892198804,-56.683643383876834,-85.6199910577364
34,101.73939272382633,-26.336329269639343,-44.806907781287464,66.6882242806542,100.08522188394886,12.171653121668623,42.99166143130344,-72.82150464880111
35,104.97779902934639,-6.991601279799841,56.00315294340311,83.07878181510586,104.95949370271796,-3.9690216481379514,-55.68215295121242,-80.4848990331765
36,102.40006095226363,-18.22704019866658,-28.660659256104523,55.21250679157737,101.07442215761994,14.327717446872885,27.580645690106813,-58.55540626244475
37,104.98636344455818,0.23697993760716685,56.37145422474601,84.1388589676414,104.97340558394977,-11.837183701322918,-56.20504726136109,-81.72247946795252
38,102.11240047278939,-21.892849975783815,-33.65773558980033,62.036551599824485,100.70665757060905,15.086777107164028,32.0528202232559,-65.97664519813743
39,99.19358831752731,10.585134483987057,-49.86750150161345,38.28873938357443,97.83846636396684,-28.51803372157561,48.73715426226419,-48.759255775861135
40,104.52185560444593,-16.353422909459677,41.098005260729515,68.47738738708881,104.22544745071862,12.36024044880952,-38.60087916978559,-66.16188649306088
41,100.0116912415974,-3.605627523843021,-46.87115452051477,51.46185075435429,98.34880074427384,-17.282355156075777,44.82247315254239,-60.69614429295312
42,103.8669265600933,-21.61493274692218,27.955998652546192,61.965588212365944,103.22952924765292,18.085909381814822,-25.737458218575714,-61.11396945130578
43,104.98504618632326,-0.42166247030494686,56.359353970628725,83.98442903231012,104.97168124908123,-11.705831438641905,-56.19813329524137,-81.68212863738876
44,100.59202035449208,-16.943988317407864,-45.40183423069468,60.719593835735836,98.81660612878684,-3.692743084091815,43.10022208709191,-68.20573420586823
45,104.99562838944937,7.244632057426295,56.6171294029896,85.65108991661401,104.9900882703119,-19.968244992759303,-56.542055118638366,-83.45481864646749
46,100.87061909188921,-21.701192580964868,-45.4049284338852,63.97246626971665,99.1499166740251,4.567166729441627,43.35501068608907,-70.53939343242531
47,102.55219876124133,-20.99768560099991,-36.04479134011835,60.95337816160697,101.17689594629141,14.225640935045824,34.92180381435159,-64.92953915698072
48,104.84747009006794,-16.754513650030905,50.984352114751374,73.89777963341925,104.73819491570026,10.389720100429232,-49.36920082471865,-70.57177686257836
49,104.99565015984808,8.166363204569757,56.61570756619227,85.79937226084145,104.98987623259286,-20.29164812412306,-56.53510536257638,-83.56930147363585
50,104.91250781423517,-11.659091883176353,53.64577681611759,77.83153754269158,104.8515760469116,3.3968058437370394,-52.686583587950274,-74.88189886303725
